neighbourhood;room_type;price;number_of_reviews
Staten Island;Entire home/apt;71;30
Brooklyn;Entire home/apt;150;82
Queens;Entire home/apt;80;51
Brooklyn;Entire home/apt;70;10
Manhattan;Entire home/apt;80;15
Brooklyn;Private room;43;39
Manhattan;Entire home/apt;210;108
Brooklyn;Entire home/apt;133;2
Brooklyn;Private room;50;1
Queens;Entire home/apt;100;2
Manhattan;Private room;47;83
Manhattan;Private room;99;35
Brooklyn;Entire home/apt;150;42
Brooklyn;Private room;50;0
Manhattan;Shared room;80;1
Brooklyn;Entire home/apt;200;0
Bronx;Private room;47;33
Brooklyn;Private room;44;9
Brooklyn;Private room;67;16
Queens;Private room;60;25
Brooklyn;Private room;50;33
Staten Island;Entire home/apt;245;37
Brooklyn;Private room;29;65
Brooklyn;Entire home/apt;180;1
Manhattan;Entire home/apt;189;40
Brooklyn;Private room;41;82
Queens;Private room;60;26
Brooklyn;Entire home/apt;120;45
Manhattan;Entire home/apt;123;6
Manhattan;Entire home/apt;339;40
Brooklyn;Entire home/apt;125;1
Queens;Private room;30;13
Bronx;Private room;54;16
Brooklyn;Entire home/apt;75;9
Manhattan;Entire home/apt;92;9
Brooklyn;Entire home/apt;130;61
Brooklyn;Private room;55;2
Brooklyn;Private room;35;4
Brooklyn;Entire home/apt;75;2
Manhattan;Private room;50;0
Manhattan;Entire home/apt;180;72
Brooklyn;Entire home/apt;89;113
Manhattan;Private room;93;27
Manhattan;Entire home/apt;289;0
Queens;Entire home/apt;85;4
Manhattan;Private room;80;54
Brooklyn;Entire home/apt;150;6
Brooklyn;Private room;100;7
Manhattan;Shared room;35;0
Brooklyn;Entire home/apt;175;92
Brooklyn;Entire home/apt;113;4
Manhattan;Private room;69;45
Brooklyn;Private room;50;36
Manhattan;Entire home/apt;105;8
Queens;Private room;55;72
Brooklyn;Entire home/apt;100;0
Queens;Entire home/apt;109;68
Manhattan;Entire home/apt;500;56
Brooklyn;Private room;150;0
Brooklyn;Entire home/apt;125;3
Bronx;Private room;34;2
Brooklyn;Entire home/apt;260;6
Brooklyn;Private room;68;64
Manhattan;Private room;250;0
Brooklyn;Entire home/apt;200;19
Manhattan;Entire home/apt;200;2
Brooklyn;Entire home/apt;125;11
Queens;Entire home/apt;199;39
Brooklyn;Private room;68;5
Brooklyn;Entire home/apt;37;2
Brooklyn;Entire home/apt;60;8
Manhattan;Entire home/apt;300;30
Brooklyn;Entire home/apt;87;70
Manhattan;Entire home/apt;500;0
Brooklyn;Entire home/apt;160;9
Manhattan;Entire home/apt;145;3
Staten Island;Private room;40;1
Brooklyn;Private room;50;24
Manhattan;Shared room;60;34
Brooklyn;Private room;40;0
Queens;Private room;70;2
Manhattan;Entire home/apt;100;2
Manhattan;Entire home/apt;172;27
Manhattan;Private room;75;1
Manhattan;Entire home/apt;118;7
Manhattan;Entire home/apt;240;66
Bronx;Private room;73;31
Brooklyn;Private room;58;0
Staten Island;Private room;60;90
Queens;Shared room;34;45
Queens;Entire home/apt;60;11
Brooklyn;Entire home/apt;125;11
Manhattan;Private room;79;0
Manhattan;Private room;55;25
Manhattan;Private room;165;53
Brooklyn;Private room;45;2
Manhattan;Private room;70;8
Queens;Entire home/apt;93;70
Queens;Private room;49;2
Queens;Entire home/apt;65;1
Manhattan;Private room;140;27
Manhattan;Private room;700;0
Manhattan;Private room;100;8
Manhattan;Private room;125;7
Manhattan;Entire home/apt;295;71
Queens;Private room;120;3
Brooklyn;Private room;75;133
Brooklyn;Shared room;75;25
Queens;Shared room;30;51
Manhattan;Entire home/apt;127;7
Brooklyn;Private room;60;46
Staten Island;Entire home/apt;165;51
Brooklyn;Private room;59;1
Brooklyn;Private room;100;0
Brooklyn;Entire home/apt;105;45
Brooklyn;Private room;58;10
Manhattan;Entire home/apt;125;10
Queens;Shared room;30;36
Queens;Shared room;30;41
Manhattan;Entire home/apt;146;3
Brooklyn;Private room;52;23
Manhattan;Private room;35;1
Brooklyn;Private room;62;0
Brooklyn;Private room;43;0
Brooklyn;Private room;32;8
Brooklyn;Private room;88;58
Brooklyn;Private room;80;0
Manhattan;Entire home/apt;149;15
Manhattan;Entire home/apt;169;48
Queens;Private room;85;3
Manhattan;Entire home/apt;395;4
Manhattan;Private room;60;2
Brooklyn;Entire home/apt;100;6
Brooklyn;Private room;50;1
Brooklyn;Private room;35;17
Brooklyn;Entire home/apt;99;21
Manhattan;Shared room;75;40
Manhattan;Private room;60;61
Queens;Private room;46;31
Brooklyn;Entire home/apt;175;44
Queens;Entire home/apt;120;35
Manhattan;Entire home/apt;179;37
Brooklyn;Entire home/apt;1000;0
Manhattan;Entire home/apt;120;10
Brooklyn;Entire home/apt;2000;0
Brooklyn;Entire home/apt;2500;0
Brooklyn;Private room;69;6
Manhattan;Private room;98;19
Brooklyn;Private room;100;0
Manhattan;Entire home/apt;117;4
Brooklyn;Entire home/apt;115;39
Brooklyn;Private room;45;1
Manhattan;Private room;149;5
Manhattan;Entire home/apt;8500;2
Brooklyn;Entire home/apt;175;0
Brooklyn;Private room;80;0
Queens;Entire home/apt;125;16
Manhattan;Entire home/apt;125;24
Brooklyn;Private room;99;31
Manhattan;Private room;115;2
Brooklyn;Entire home/apt;96;0
Brooklyn;Private room;150;1
Manhattan;Private room;67;7
Brooklyn;Entire home/apt;225;32
Queens;Private room;36;0
Manhattan;Private room;62;7
Brooklyn;Private room;35;6
Brooklyn;Entire home/apt;175;2
Manhattan;Shared room;32;0
Manhattan;Private room;39;26
Manhattan;Private room;60;5
Manhattan;Private room;110;71
Brooklyn;Private room;47;1
Brooklyn;Private room;59;0
Brooklyn;Private room;30;1
Brooklyn;Entire home/apt;139;21
Brooklyn;Private room;70;42
Manhattan;Entire home/apt;110;4
Manhattan;Private room;81;24
Brooklyn;Private room;85;2
Manhattan;Entire home/apt;68;64
Brooklyn;Entire home/apt;95;50
Brooklyn;Private room;80;2
Manhattan;Entire home/apt;409;52
Manhattan;Private room;60;3
Manhattan;Entire home/apt;400;0
Manhattan;Private room;80;0
Manhattan;Entire home/apt;66;8
Brooklyn;Entire home/apt;200;3
Manhattan;Private room;50;0
Manhattan;Private room;95;20
Brooklyn;Shared room;29;3
Brooklyn;Private room;60;0
Queens;Entire home/apt;90;0
Manhattan;Entire home/apt;240;2
Brooklyn;Entire home/apt;162;3
Queens;Private room;46;26
;;;
Randall Manor;31;7;
Queens;Private room;100;21
Brooklyn;Entire home/apt;159;12
Brooklyn;Private room;50;0
Brooklyn;Entire home/apt;70;1
Brooklyn;Private room;35;1
Brooklyn;Private room;59;10
Brooklyn;Entire home/apt;150;13
Queens;Private room;80;4
Manhattan;Entire home/apt;200;81
Manhattan;Entire home/apt;225;22
Manhattan;Entire home/apt;225;1
Queens;Entire home/apt;100;45
Brooklyn;Private room;96;38
Queens;Private room;60;22
Queens;Private room;60;14
Brooklyn;Entire home/apt;300;0
Manhattan;Entire home/apt;145;18
Manhattan;Private room;335;0
Queens;Private room;75;4
Brooklyn;Private room;80;14
Brooklyn;Entire home/apt;155;16
Manhattan;Entire home/apt;100;5
Brooklyn;Entire home/apt;150;0
Brooklyn;Entire home/apt;120;89
Manhattan;Entire home/apt;225;8
Manhattan;Entire home/apt;175;4
;;;
Washington Heights;75;3;
Manhattan;Private room;89;5
Brooklyn;Private room;55;0
Manhattan;Private room;100;0
Queens;Private room;60;112
Queens;Private room;60;83
Manhattan;Shared room;77;0
Brooklyn;Private room;50;0
Brooklyn;Entire home/apt;250;81
Manhattan;Private room;80;1
Brooklyn;Private room;43;58
Manhattan;Private room;99;3
Brooklyn;Private room;43;35
Brooklyn;Private room;43;33
Staten Island;Entire home/apt;60;81
Brooklyn;Private room;52;4
Brooklyn;Entire home/apt;110;38
Manhattan;Private room;60;16
Brooklyn;Shared room;26;8
Queens;Private room;46;22
Brooklyn;Entire home/apt;200;29
Manhattan;Entire home/apt;150;13
Manhattan;Private room;80;34
Bronx;Private room;65;2
Manhattan;Entire home/apt;130;17
Manhattan;Private room;90;2
Manhattan;Shared room;75;69
Brooklyn;Private room;40;3
Queens;Private room;47;0
Manhattan;Entire home/apt;450;16
Brooklyn;Entire home/apt;150;68
Brooklyn;Entire home/apt;110;7
Brooklyn;Private room;101;5
Queens;Entire home/apt;135;68
Brooklyn;Private room;55;18
Queens;Private room;51;60
Queens;Private room;39;59
Queens;Private room;37;66
Queens;Private room;37;34
Queens;Private room;37;32
Queens;Private room;75;85
Brooklyn;Private room;25;0
Manhattan;Entire home/apt;130;77
Manhattan;Entire home/apt;479;52
Queens;Private room;150;0
Queens;Private room;89;42
Brooklyn;Entire home/apt;220;0
Brooklyn;Entire home/apt;175;21
Manhattan;Private room;36;1
Queens;Private room;49;3
Queens;Entire home/apt;135;0
Brooklyn;Entire home/apt;84;7
Queens;Private room;60;35
Manhattan;Entire home/apt;170;47
Manhattan;Entire home/apt;126;52
Brooklyn;Private room;100;2
Manhattan;Private room;55;2
Manhattan;Entire home/apt;159;10
Brooklyn;Private room;90;16
Brooklyn;Entire home/apt;90;41
Queens;Private room;30;57
Brooklyn;Entire home/apt;325;3
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;550;0
Brooklyn;Private room;70;2
Bronx;Private room;80;32
Manhattan;Entire home/apt;150;21
Bronx;Private room;80;29
Manhattan;Private room;83;75
Brooklyn;Private room;80;0
Queens;Shared room;50;25
Brooklyn;Private room;60;0
Queens;Private room;40;14
Manhattan;Entire home/apt;165;2
Brooklyn;Entire home/apt;130;11
Brooklyn;Private room;65;6
Brooklyn;Private room;50;4
Brooklyn;Entire home/apt;60;61
Brooklyn;Private room;42;1
Manhattan;Entire home/apt;158;46
Manhattan;Entire home/apt;174;0
Queens;Entire home/apt;65;15
Manhattan;Entire home/apt;380;2
Brooklyn;Entire home/apt;110;59
Brooklyn;Entire home/apt;145;66
Brooklyn;Private room;77;6
Brooklyn;Private room;99;8
Manhattan;Private room;89;7
Manhattan;Private room;98;30
Manhattan;Entire home/apt;305;1
Manhattan;Shared room;75;53
Manhattan;Shared room;70;50
Brooklyn;Private room;68;69
Brooklyn;Entire home/apt;450;2
Brooklyn;Private room;40;2
Brooklyn;Entire home/apt;75;30
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;200;21
Manhattan;Entire home/apt;290;4
Bronx;Private room;50;18
Brooklyn;Entire home/apt;175;50
Brooklyn;Entire home/apt;125;25
Manhattan;Entire home/apt;96;32
Manhattan;Entire home/apt;250;38
Manhattan;Entire home/apt;135;4
Brooklyn;Entire home/apt;140;3
Brooklyn;Private room;45;10
Brooklyn;Private room;75;2
Manhattan;Entire home/apt;220;17
Manhattan;Entire home/apt;186;4
Brooklyn;Private room;70;23
Manhattan;Entire home/apt;175;12
Brooklyn;Private room;55;5
Queens;Entire home/apt;95;29
Brooklyn;Private room;640;3
Queens;Entire home/apt;278;31
Manhattan;Entire home/apt;125;8
Manhattan;Entire home/apt;150;12
Queens;Private room;65;31
Brooklyn;Private room;43;12
Brooklyn;Shared room;250;0
Brooklyn;Entire home/apt;285;5
Queens;Private room;65;119
Manhattan;Entire home/apt;85;2
Manhattan;Private room;120;2
Manhattan;Entire home/apt;165;10
Brooklyn;Private room;39;4
Manhattan;Private room;39;0
Brooklyn;Private room;40;12
Manhattan;Entire home/apt;250;3
Brooklyn;Entire home/apt;140;59
Brooklyn;Private room;60;12
Brooklyn;Entire home/apt;250;0
Manhattan;Entire home/apt;200;0
Queens;Entire home/apt;135;57
Queens;Entire home/apt;120;2
Brooklyn;Private room;48;0
Queens;Entire home/apt;200;54
Manhattan;Private room;55;39
Brooklyn;Entire home/apt;86;154
Manhattan;Entire home/apt;130;3
Brooklyn;Entire home/apt;112;43
Brooklyn;Private room;70;66
Manhattan;Entire home/apt;275;6
Brooklyn;Entire home/apt;150;8
Manhattan;Entire home/apt;175;24
Brooklyn;Entire home/apt;378;13
Manhattan;Entire home/apt;150;0
Brooklyn;Private room;65;69
Bronx;Entire home/apt;85;83
Staten Island;Entire home/apt;57;0
Manhattan;Private room;46;12
Queens;Entire home/apt;190;65
Manhattan;Private room;70;1
Brooklyn;Private room;60;0
Manhattan;Entire home/apt;125;3
Brooklyn;Entire home/apt;175;2
Manhattan;Private room;100;10
Manhattan;Entire home/apt;245;12
Brooklyn;Entire home/apt;68;19
Brooklyn;Entire home/apt;85;7
Brooklyn;Entire home/apt;95;8
Manhattan;Private room;110;6
Brooklyn;Private room;74;20
Manhattan;Private room;53;2
Manhattan;Private room;45;1
Brooklyn;Private room;125;1
Manhattan;Private room;95;78
Brooklyn;Private room;45;17
Brooklyn;Private room;250;3
Manhattan;Entire home/apt;300;24
Brooklyn;Entire home/apt;148;20
Queens;Private room;55;2
Bronx;Private room;47;14
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;115;5
Brooklyn;Private room;55;1
Brooklyn;Entire home/apt;140;30
Bronx;Entire home/apt;240;22
Manhattan;Entire home/apt;140;0
Queens;Private room;120;3
Brooklyn;Entire home/apt;200;6
Brooklyn;Shared room;50;0
Brooklyn;Private room;49;5
Brooklyn;Entire home/apt;175;0
Manhattan;Entire home/apt;180;0
Queens;Private room;70;41
Manhattan;Entire home/apt;400;7
Manhattan;Entire home/apt;199;69
Manhattan;Entire home/apt;194;19
Manhattan;Entire home/apt;500;2
Manhattan;Private room;105;38
Manhattan;Private room;70;1
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;187;12
Manhattan;Entire home/apt;250;14
Manhattan;Private room;53;1
Brooklyn;Private room;50;0
Brooklyn;Entire home/apt;100;1
Brooklyn;Private room;65;9
Manhattan;Private room;110;29
Brooklyn;Private room;36;11
Queens;Private room;40;78
Manhattan;Entire home/apt;185;32
Brooklyn;Entire home/apt;175;4
Brooklyn;Private room;65;13
Brooklyn;Private room;42;10
Brooklyn;Shared room;25;13
Brooklyn;Private room;72;16
Manhattan;Private room;45;4
Brooklyn;Entire home/apt;77;15
Manhattan;Private room;120;4
Brooklyn;Entire home/apt;70;6
Queens;Private room;35;78
Manhattan;Entire home/apt;200;11
Queens;Private room;70;6
Brooklyn;Private room;100;0
Manhattan;Private room;179;4
Manhattan;Entire home/apt;110;2
Manhattan;Entire home/apt;374;11
Manhattan;Entire home/apt;133;0
Brooklyn;Entire home/apt;175;44
Brooklyn;Private room;42;8
Manhattan;Private room;350;2
Queens;Entire home/apt;200;45
Brooklyn;Private room;65;4
Brooklyn;Private room;55;0
Brooklyn;Entire home/apt;150;10
Manhattan;Private room;115;53
Manhattan;Shared room;75;59
Brooklyn;Private room;62;67
Manhattan;Private room;139;6
Manhattan;Entire home/apt;150;1
Brooklyn;Private room;75;1
Queens;Private room;45;9
Manhattan;Private room;90;32
Queens;Entire home/apt;113;51
Brooklyn;Private room;100;0
Brooklyn;Entire home/apt;186;2
Queens;Private room;60;0
Bronx;Private room;34;122
Queens;Private room;72;6
Brooklyn;Private room;42;36
Brooklyn;Entire home/apt;250;2
Manhattan;Entire home/apt;120;8
Manhattan;Entire home/apt;120;6
Manhattan;Entire home/apt;107;0
Manhattan;Entire home/apt;137;10
Manhattan;Entire home/apt;163;11
Manhattan;Entire home/apt;153;7
Manhattan;Entire home/apt;120;3
Manhattan;Entire home/apt;137;7
Manhattan;Entire home/apt;120;3
Manhattan;Entire home/apt;163;8
Manhattan;Entire home/apt;153;4
Manhattan;Entire home/apt;137;5
Manhattan;Entire home/apt;120;7
Manhattan;Entire home/apt;208;4
Manhattan;Entire home/apt;153;7
Manhattan;Entire home/apt;163;8
Brooklyn;Entire home/apt;110;25
Manhattan;Private room;400;19
Manhattan;Private room;65;0
Bronx;Entire home/apt;360;8
Manhattan;Private room;120;2
Brooklyn;Entire home/apt;95;1
Brooklyn;Private room;50;80
Brooklyn;Private room;65;0
Bronx;Shared room;26;10
Brooklyn;Entire home/apt;189;5
Brooklyn;Private room;60;0
Brooklyn;Private room;150;0
Manhattan;Entire home/apt;400;8
Manhattan;Private room;90;15
Manhattan;Private room;400;2
Manhattan;Entire home/apt;245;28
Manhattan;Private room;100;3
Brooklyn;Entire home/apt;125;53
Manhattan;Entire home/apt;220;4
Brooklyn;Private room;49;0
Queens;Private room;55;13
Brooklyn;Entire home/apt;250;37
Manhattan;Private room;110;69
Queens;Private room;45;18
Queens;Private room;100;0
Manhattan;Entire home/apt;175;43
Manhattan;Private room;81;41
Manhattan;Shared room;75;59
Brooklyn;Shared room;37;3
Brooklyn;Shared room;32;4
Manhattan;Entire home/apt;200;54
Brooklyn;Entire home/apt;120;2
Brooklyn;Entire home/apt;150;11
Brooklyn;Private room;70;2
Brooklyn;Private room;40;0
Manhattan;Private room;108;7
Manhattan;Entire home/apt;91;2
Brooklyn;Private room;140;0
Manhattan;Entire home/apt;212;0
Manhattan;Private room;105;35
Manhattan;Private room;147;3
Manhattan;Entire home/apt;205;1
Manhattan;Entire home/apt;92;12
Brooklyn;Entire home/apt;139;25
Queens;Private room;100;1
Manhattan;Private room;55;1
Manhattan;Entire home/apt;80;73
Brooklyn;Private room;75;6
Bronx;Private room;40;80
Brooklyn;Entire home/apt;400;3
Manhattan;Entire home/apt;205;2
Manhattan;Private room;70;6
Manhattan;Private room;80;47
Manhattan;Entire home/apt;220;40
Manhattan;Entire home/apt;215;0
Manhattan;Private room;119;17
Brooklyn;Private room;44;1
Manhattan;Entire home/apt;199;0
Manhattan;Entire home/apt;190;0
Brooklyn;Private room;45;0
Queens;Private room;60;1
Manhattan;Entire home/apt;178;40
Brooklyn;Entire home/apt;750;0
Manhattan;Private room;175;11
Brooklyn;Private room;49;0
Brooklyn;Entire home/apt;130;15
Brooklyn;Entire home/apt;135;26
Queens;Entire home/apt;100;57
Queens;Entire home/apt;325;2
Brooklyn;Entire home/apt;150;49
Brooklyn;Entire home/apt;100;20
Brooklyn;Private room;45;3
Brooklyn;Private room;75;25
Manhattan;Private room;30;15
Brooklyn;Private room;130;30
Queens;Private room;75;0
Brooklyn;Entire home/apt;105;39
Queens;Entire home/apt;75;31
Manhattan;Entire home/apt;150;42
Manhattan;Entire home/apt;89;1
Bronx;Private room;57;6
Manhattan;Private room;800;0
Queens;Private room;50;63
Manhattan;Entire home/apt;325;44
Brooklyn;Entire home/apt;300;70
Manhattan;Private room;219;0
Queens;Entire home/apt;150;41
Manhattan;Entire home/apt;99;55
Queens;Shared room;100;0
Manhattan;Entire home/apt;250;17
Manhattan;Private room;150;0
Brooklyn;Entire home/apt;112;48
Manhattan;Entire home/apt;175;18
Manhattan;Private room;95;1
Brooklyn;Entire home/apt;100;25
Manhattan;Entire home/apt;220;0
Manhattan;Entire home/apt;227;0
Manhattan;Entire home/apt;280;9
Brooklyn;Entire home/apt;750;2
Brooklyn;Private room;55;1
Manhattan;Entire home/apt;165;0
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;159;0
Manhattan;Entire home/apt;200;0
Manhattan;Private room;93;2
Brooklyn;Entire home/apt;125;31
Manhattan;Private room;100;0
Brooklyn;Entire home/apt;105;80
Brooklyn;Entire home/apt;99;0
Bronx;Entire home/apt;69;11
Bronx;Private room;47;61
Manhattan;Private room;50;2
Manhattan;Private room;120;9
Manhattan;Entire home/apt;210;0
Brooklyn;Entire home/apt;84;1
Queens;Entire home/apt;89;68
Brooklyn;Private room;90;13
Manhattan;Entire home/apt;222;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;227;0
Brooklyn;Entire home/apt;220;9
Manhattan;Entire home/apt;172;6
Brooklyn;Entire home/apt;550;3
Brooklyn;Entire home/apt;800;3
Manhattan;Entire home/apt;162;0
Queens;Entire home/apt;175;9
Queens;Entire home/apt;149;28
Queens;Entire home/apt;149;28
Brooklyn;Entire home/apt;190;1
Manhattan;Entire home/apt;600;1
Brooklyn;Private room;96;9
Brooklyn;Private room;125;13
Manhattan;Entire home/apt;166;2
Brooklyn;Private room;45;5
Brooklyn;Private room;75;7
Manhattan;Private room;30;5
Queens;Private room;70;3
Manhattan;Entire home/apt;300;2
Brooklyn;Entire home/apt;200;28
Manhattan;Private room;160;129
Manhattan;Entire home/apt;300;31
Manhattan;Private room;90;70
Manhattan;Entire home/apt;375;22
Brooklyn;Entire home/apt;100;7
Brooklyn;Private room;50;35
Manhattan;Private room;89;114
Manhattan;Private room;60;77
Brooklyn;Entire home/apt;100;13
Brooklyn;Private room;65;3
Queens;Private room;100;0
Brooklyn;Entire home/apt;125;68
Queens;Private room;100;0
Brooklyn;Shared room;35;3
Queens;Entire home/apt;85;3
Brooklyn;Private room;86;34
Brooklyn;Entire home/apt;30;0
Manhattan;Private room;600;0
Manhattan;Private room;99;10
Manhattan;Entire home/apt;50;12
Manhattan;Entire home/apt;270;23
Queens;Entire home/apt;195;23
Manhattan;Entire home/apt;110;54
Manhattan;Private room;80;11
Manhattan;Private room;85;2
Manhattan;Entire home/apt;125;14
Brooklyn;Entire home/apt;190;0
Brooklyn;Private room;75;20
Brooklyn;Private room;55;7
Brooklyn;Private room;35;45
Brooklyn;Private room;48;2
Manhattan;Private room;129;94
Manhattan;Private room;139;10
Manhattan;Private room;129;97
Manhattan;Entire home/apt;400;0
Manhattan;Entire home/apt;240;0
Brooklyn;Entire home/apt;85;28
Queens;Entire home/apt;105;25
Brooklyn;Entire home/apt;600;14
Brooklyn;Entire home/apt;110;11
Brooklyn;Entire home/apt;280;6
Brooklyn;Private room;75;25
Brooklyn;Private room;50;1
Brooklyn;Private room;40;7
Queens;Private room;60;24
Manhattan;Entire home/apt;375;7
Manhattan;Private room;30;89
Brooklyn;Shared room;45;2
Brooklyn;Entire home/apt;100;91
Brooklyn;Private room;67;34
Manhattan;Entire home/apt;200;29
Manhattan;Private room;65;12
Staten Island;Entire home/apt;110;69
Brooklyn;Private room;49;48
Manhattan;Private room;39;2
Manhattan;Entire home/apt;199;36
Queens;Private room;65;23
Manhattan;Private room;45;1
Manhattan;Entire home/apt;196;7
Brooklyn;Private room;65;24
Brooklyn;Private room;47;27
Queens;Entire home/apt;110;17
Manhattan;Entire home/apt;240;6
Manhattan;Private room;45;60
Brooklyn;Entire home/apt;225;1
Brooklyn;Entire home/apt;200;13
Brooklyn;Private room;45;2
Manhattan;Entire home/apt;171;1
Manhattan;Entire home/apt;70;0
Manhattan;Entire home/apt;170;17
Queens;Entire home/apt;125;10
Brooklyn;Entire home/apt;45;3
Manhattan;Entire home/apt;150;8
Brooklyn;Private room;106;1
Brooklyn;Private room;80;0
Queens;Private room;50;37
Queens;Private room;50;22
Brooklyn;Private room;90;34
Brooklyn;Private room;60;42
Brooklyn;Entire home/apt;154;5
Manhattan;Private room;80;22
Bronx;Private room;65;2
Bronx;Private room;65;0
Manhattan;Private room;149;1
Brooklyn;Private room;66;1
Brooklyn;Entire home/apt;150;3
Manhattan;Entire home/apt;2990;69
Brooklyn;Entire home/apt;69;64
Brooklyn;Shared room;30;99
Brooklyn;Private room;65;2
Brooklyn;Private room;31;1
Brooklyn;Entire home/apt;120;2
Manhattan;Entire home/apt;140;23
Brooklyn;Private room;55;2
Queens;Private room;50;62
Brooklyn;Private room;60;6
Manhattan;Entire home/apt;179;2
Queens;Private room;45;5
Manhattan;Entire home/apt;187;1
Manhattan;Private room;50;2
Manhattan;Entire home/apt;179;0
Brooklyn;Entire home/apt;249;62
Manhattan;Entire home/apt;182;2
Brooklyn;Private room;40;20
Queens;Private room;60;6
Queens;Private room;50;33
Brooklyn;Entire home/apt;175;60
Brooklyn;Entire home/apt;195;60
Brooklyn;Private room;40;41
Bronx;Private room;60;7
Brooklyn;Private room;75;5
Brooklyn;Private room;40;1
Brooklyn;Entire home/apt;150;2
Manhattan;Entire home/apt;115;0
Manhattan;Private room;72;5
Brooklyn;Entire home/apt;95;4
Brooklyn;Entire home/apt;100;48
Brooklyn;Private room;75;38
Manhattan;Entire home/apt;250;5
Manhattan;Entire home/apt;1000;2
Brooklyn;Private room;60;3
Manhattan;Entire home/apt;163;7
Manhattan;Private room;75;0
Brooklyn;Private room;48;1
Brooklyn;Private room;100;0
Brooklyn;Entire home/apt;125;0
Manhattan;Entire home/apt;339;34
Brooklyn;Private room;40;10
Queens;Private room;60;72
Manhattan;Entire home/apt;339;34
Queens;Private room;65;16
Manhattan;Entire home/apt;269;5
Manhattan;Entire home/apt;269;5
Manhattan;Entire home/apt;269;5
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;180;18
Manhattan;Entire home/apt;200;47
Manhattan;Shared room;63;18
Manhattan;Entire home/apt;65;2
Manhattan;Entire home/apt;300;118
Brooklyn;Private room;100;54
Brooklyn;Entire home/apt;95;9
Bronx;Entire home/apt;190;19
Brooklyn;Entire home/apt;300;1
Queens;Entire home/apt;231;4
Brooklyn;Entire home/apt;125;80
Brooklyn;Private room;45;45
Manhattan;Private room;64;4
Brooklyn;Private room;150;1
Brooklyn;Private room;50;1
Manhattan;Entire home/apt;115;3
Brooklyn;Private room;29;1
Queens;Private room;50;0
Manhattan;Private room;105;2
Queens;Private room;40;1
Queens;Private room;50;5
Manhattan;Entire home/apt;199;14
Queens;Private room;49;53
Brooklyn;Entire home/apt;105;13
Brooklyn;Private room;50;5
Brooklyn;Private room;45;2
Brooklyn;Private room;95;9
Brooklyn;Private room;47;19
Manhattan;Entire home/apt;100;3
Brooklyn;Private room;65;1
Manhattan;Private room;105;42
Brooklyn;Private room;50;51
Brooklyn;Entire home/apt;175;52
Brooklyn;Entire home/apt;195;0
Brooklyn;Entire home/apt;225;0
Queens;Private room;75;124
Brooklyn;Private room;45;7
Manhattan;Entire home/apt;125;5
Brooklyn;Private room;75;0
Brooklyn;Private room;60;50
Manhattan;Entire home/apt;148;55
Brooklyn;Entire home/apt;50;21
Brooklyn;Entire home/apt;150;3
Manhattan;Entire home/apt;1000;55
Brooklyn;Entire home/apt;135;56
Brooklyn;Entire home/apt;140;19
Manhattan;Private room;159;67
Manhattan;Entire home/apt;50;118
Bronx;Private room;44;0
Manhattan;Private room;49;2
Manhattan;Entire home/apt;600;70
Brooklyn;Private room;70;13
Manhattan;Entire home/apt;295;0
Brooklyn;Entire home/apt;200;2
Brooklyn;Private room;49;16
Brooklyn;Entire home/apt;175;0
Brooklyn;Private room;45;2
Brooklyn;Private room;35;26
Brooklyn;Entire home/apt;180;7
Manhattan;Private room;100;45
Brooklyn;Entire home/apt;155;82
Manhattan;Private room;80;23
Manhattan;Private room;70;73
Queens;Private room;38;15
Manhattan;Private room;70;5
Queens;Private room;38;40
Manhattan;Private room;75;70
Manhattan;Entire home/apt;120;20
Manhattan;Entire home/apt;200;1
Brooklyn;Entire home/apt;160;4
Queens;Private room;28;35
Manhattan;Entire home/apt;210;16
Queens;Shared room;37;0
Brooklyn;Entire home/apt;120;2
Brooklyn;Entire home/apt;77;3
Manhattan;Private room;80;4
Brooklyn;Entire home/apt;150;0
Brooklyn;Entire home/apt;124;2
Brooklyn;Private room;30;1
Manhattan;Private room;65;11
Manhattan;Private room;65;4
Brooklyn;Private room;55;0
Manhattan;Entire home/apt;90;1
Brooklyn;Entire home/apt;225;1
Queens;Private room;48;2
Manhattan;Private room;39;12
Brooklyn;Entire home/apt;88;8
Brooklyn;Entire home/apt;159;1
Brooklyn;Entire home/apt;99;10
Queens;Private room;40;24
Queens;Private room;35;5
Brooklyn;Entire home/apt;115;0
Manhattan;Entire home/apt;620;38
Manhattan;Shared room;75;8
Staten Island;Private room;37;53
Manhattan;Entire home/apt;200;37
Brooklyn;Private room;75;9
Staten Island;Private room;50;38
Brooklyn;Private room;120;0
Manhattan;Entire home/apt;95;5
Brooklyn;Entire home/apt;80;13
Queens;Private room;50;20
;;;
;;;
Canarsie;55;2;
Manhattan;Private room;48;3
Brooklyn;Entire home/apt;100;3
Brooklyn;Entire home/apt;99;36
Manhattan;Private room;74;26
Brooklyn;Private room;65;59
